id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng
355,アトレ川崎店 | タリーズコーヒー,神奈川県,川崎市,川崎区駅前本町26-1アトレ川崎１Ｆ,川崎駅徒歩1分以上,044-200-0657,"平日：7:00〜22:30
土：7:00〜22:30
日祝：7:00〜22:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=401,TRUE,FALSE,FALSE,FALSE,35.5307969,139.6975629
356,アリオ橋本店 | タリーズコーヒー,神奈川県,相模原市,緑区大山町1-22,橋本駅徒歩8分以上,042-774-5883,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=464,TRUE,FALSE,TRUE,FALSE,35.5910509,139.3497503
357,イトーヨーカドー瀬谷駅前店 | タリーズコーヒー,神奈川県,横浜市,瀬谷区中央6-15イトーヨーカドー食品館瀬谷店2Ｆ,瀬谷駅徒歩3分以内,045-300-5230,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=932,FALSE,FALSE,FALSE,FALSE,35.47077,139.4823706
358,ウィズイト−ヤ京急横浜駅店 | タリーズコーヒー,神奈川県,横浜市,西区高島2丁目16番1号京急横浜駅下りホーム,横浜駅徒歩3分以上,045-444-1881,"平日：7：00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=587,FALSE,TRUE,FALSE,FALSE,35.4659995,139.6232705
359,ウィズマーロウ ラスカ茅ヶ崎店 | タリーズコーヒー,神奈川県,茅ケ崎市,元町1-1ラスカ茅ケ崎5F,茅ヶ崎駅徒歩1分以上,0467-40-5803,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=795,TRUE,FALSE,FALSE,FALSE,35.3303329,139.4061816
360,ウィング川崎店 | タリーズコーヒー,神奈川県,川崎市,川崎区砂子1-3-1ウィング川崎4F,京急川崎駅徒歩1分以上,044-221-6234,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=829,TRUE,FALSE,FALSE,FALSE,35.5323159,139.7008189
361,キッズコミュ グランツリー武蔵小杉店 | タリーズコーヒー,神奈川県,川崎市,中原区新丸子東3丁目1135番地1号グランツリー武蔵小杉4F,武蔵小杉駅徒歩2分以上,044-948-5707,"平日：10:00〜21:00（LO20:45）
土：10:00〜21:00（LO20:45）
日祝：10:00〜21:00（LO20:45）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=733,TRUE,FALSE,FALSE,FALSE,35.5737042,139.6597304
362,コトニアガーデン新川崎店 | タリーズコーヒー,神奈川県,川崎市,幸区北加瀬2丁目-11-1,新川崎駅徒歩10分以上,044-280-8007,"平日：8:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=933,FALSE,FALSE,FALSE,FALSE,35.5514809,139.6626291
363,さいか屋藤沢店 | タリーズコーヒー,神奈川県,藤沢市,藤沢555さいか屋藤沢2F,藤沢駅徒歩4分以上,0466-52-6820,"平日：7:30〜21:00
土：8:00〜21:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=893,FALSE,FALSE,FALSE,FALSE,35.339755,139.4873188
364,ショッパーズプラザ横須賀店 | タリーズコーヒー,神奈川県,横須賀市,本町2-1-12ダイエーショッパーズプラザ横須賀店2F,汐入駅徒歩3分以上,046-821-3696,"平日：8:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=146,TRUE,TRUE,TRUE,FALSE,35.2823382,139.6627454
365,センター南店 | タリーズコーヒー,神奈川県,横浜市,都筑区茅ヶ崎中央6-30ヴェルヴ1F･2F,センター南駅徒歩2分以上,045-943-5441,"平日：7:30〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=219,TRUE,TRUE,TRUE,TRUE,35.5434525,139.5737853
366,センター北YOTSUBAKO店 | タリーズコーヒー,神奈川県,横浜市,都筑区中川中央1-1-5,センター北駅徒歩3分以内,045-914-7365,"平日：8：00〜21:00
土：8：00〜21:00
日祝：8：00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=555,TRUE,TRUE,TRUE,FALSE,35.5536856,139.5790875
367,たまプラーザテラスリンクプラザ店 | タリーズコーヒー,神奈川県,横浜市,青葉区新石川町2-1-15,たまプラーザ駅徒歩1分以上,045-910-1017,"平日：7:30〜22:30
土：8：00〜22：00
日祝：8：00〜21：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=625,TRUE,TRUE,TRUE,FALSE,35.5766295,139.5575802
368,トレアージュ白旗店 | タリーズコーヒー,神奈川県,藤沢市,藤沢2-3-13,藤沢本町駅徒歩4分以上,0466-55-2522,"平日：8:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=115,TRUE,FALSE,TRUE,FALSE,35.3494105,139.479198
369,トレッサ横浜店 | タリーズコーヒー,神奈川県,横浜市,港北区師岡町700番地-1トレッサ横浜南棟,大倉山駅徒歩20分以上,045-533-5310,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=362,FALSE,TRUE,FALSE,FALSE,35.5241344,139.6457812
370,ビアレ横浜店 | タリーズコーヒー,神奈川県,横浜市,金沢区並木2-13-2ビアレ横浜新館1F,並木中央駅徒歩6分以上,045-784-7394,"平日：9:00〜20:00
土：9:00〜20:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=261,TRUE,FALSE,TRUE,TRUE,35.3621501,139.6395125
371,マークイズみなとみらい店 | タリーズコーヒー,神奈川県,横浜市,西区みなとみらい3丁目5番1号マークイズみなとみらい4F405区,みなとみらい駅徒歩1分以上,045-228-2050,"平日：10:00〜22:00
土：10:00〜22:00
日祝：10:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=639,TRUE,TRUE,FALSE,FALSE,35.4576978,139.631756
372,みなとみらい東急スクエア㈰店 | タリーズコーヒー,神奈川県,横浜市,西区みなとみらい2-3-2みなとみらい東急スクエア㈰3F,みなとみらい駅徒歩2分以上,045-225-8670,"平日：11:00〜20:00
土：11:00〜20:00
日祝：11:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=920,FALSE,FALSE,FALSE,FALSE,35.4560791,139.6338668
373,ヨドバシ横浜店 | タリーズコーヒー,神奈川県,横浜市,西区北幸1-2-7ヨドバシ横浜B2F,横浜駅徒歩2分以上,045-594-6056,"平日：9:30〜23:00
土：9:30〜23:00
日祝：9:30〜23:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=814,TRUE,FALSE,FALSE,FALSE,35.467446,139.620612
374,ラゾーナ川崎店 | タリーズコーヒー,神奈川県,川崎市,幸区堀川町72番地1LAZONA川崎plaza1F,川崎駅徒歩2分以上,044-874-8510,"平日：7:30〜22:00
土：7：30〜22：00
日祝：7：30〜22：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=617,TRUE,FALSE,TRUE,FALSE,35.5330472,139.6959016
375,ららぽーと横浜店 | タリーズコーヒー,神奈川県,横浜市,都筑区池辺町4035-1,鴨居駅徒歩11分以上,045-929-1080,"平日：10:00〜21:00
土：10：00-21：00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=655,TRUE,FALSE,TRUE,FALSE,35.5179093,139.5663144
376,ららぽーと湘南平塚店 | タリーズコーヒー,神奈川県,平塚市,天沼10-13F34070,平塚駅徒歩16分以上,0463-20-5505,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=852,FALSE,FALSE,FALSE,FALSE,35.3365348,139.3551113
377,ロースターラボ青葉台店 | タリーズコーヒー,神奈川県,横浜市,青葉区たちばな台1-2-2,青葉台駅徒歩17分以上,045-960-6008,"平日：8:30〜21:00
土：8:30〜21:00
日祝：8:30〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=168,TRUE,TRUE,FALSE,TRUE,35.5536893,139.5141924
378,綾瀬タウンヒルズ店 | タリーズコーヒー,神奈川県,綾瀬市,深谷3734-1綾瀬タウンヒルズSC1F,高座渋谷駅徒歩46分以上,0467-79-5261,"平日：9:00〜20:00
土：9:00〜20:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=250,FALSE,FALSE,TRUE,TRUE,35.436785,139.428937
379,横須賀中央店 | タリーズコーヒー,神奈川県,横須賀市,若松町2-1-3,横須賀中央駅徒歩2分以上,046-828-5510,"平日：7:00〜21:00 ※金曜日：〜22：00
土：7:00〜22:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=557,TRUE,TRUE,TRUE,TRUE,35.2798997,139.6697062
380,横浜ジョイナス店 | タリーズコーヒー,神奈川県,横浜市,西区南幸一丁目5番1号相鉄ジョイナス3F,横浜駅徒歩4分以上,045-548-3350,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=890,FALSE,FALSE,FALSE,FALSE,35.4655954,139.6207708
381,横浜ポルタ店 | タリーズコーヒー,神奈川県,横浜市,西区高島2-16-B1,平沼橋駅徒歩7分以上,045-444-2460,"平日：8：00〜23：00
土：8：00〜23：00
日祝：8：00〜23：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=542,TRUE,TRUE,FALSE,FALSE,35.4633749,139.6199096
382,横浜みなとみらいビジネススクエア店 | タリーズコーヒー,神奈川県,横浜市,西区みなとみらい3-6ミナトミライビジネススクエア1F,みなとみらい駅徒歩2分以上,045-640-5255,"平日：7:30〜19:30
土：8:30〜19:30
日祝：8:30〜19:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=240,TRUE,FALSE,TRUE,FALSE,35.459025,139.632263
383,横浜ランドマークタワー店 | タリーズコーヒー,神奈川県,横浜市,西区みなとみらい2-2-1横浜ランドマークタワー3F,みなとみらい駅徒歩4分以上,045-226-1181,"平日：8:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=41,TRUE,FALSE,TRUE,FALSE,35.4545635,139.6314218
384,横浜ワールドポーターズ店 | タリーズコーヒー,神奈川県,横浜市,中区新港2-2-1ワールドポーターズ2F,馬車道駅徒歩6分以上,045-226-1088,"平日：10:30〜21:00
土：10:30〜21:30
日祝：10:30〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=48,TRUE,FALSE,FALSE,FALSE,35.454242,139.638124
385,横浜市大附属病院店 | タリーズコーヒー,神奈川県,横浜市,金沢区福浦3丁目9番,市大医学部駅徒歩1分以上,045-789-0225,"平日：7:00〜20:00
土：8:00〜19:00
日祝：9:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=651,TRUE,TRUE,FALSE,TRUE,35.3434301,139.6514946
386,横浜市立みなと赤十字病院店 | タリーズコーヒー,神奈川県,横浜市,中区新山下3-12-1横浜市立みなと赤十字病院内1F,元町・中華街駅徒歩19分以上,045-628-2317,"平日：8:00〜18:00
土：10:00〜17:00
日祝：10:00〜17:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=766,TRUE,FALSE,FALSE,TRUE,35.4365909,139.6641799
387,横浜馬車道店 | タリーズコーヒー,神奈川県,横浜市,中区住吉町5-59リッチモンドホテル横浜馬車道1F,関内駅徒歩2分以上,045-222-3521,"平日：7:00〜21:00
土：8:00〜21:00
日祝：8:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=122,TRUE,TRUE,TRUE,FALSE,35.4473155,139.6352867
388,横浜野村ビル店 | タリーズコーヒー,神奈川県,横浜市,西区みなとみらい四丁目4番1号横浜野村ビル1F,新高島駅徒歩4分以上,045-263-9701,"平日：8:00〜20:00
土：10:00〜20:00
日祝：10:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=882,TRUE,FALSE,TRUE,FALSE,35.4594278,139.6274376
389,梶ヶ谷店 | タリーズコーヒー,神奈川県,川崎市,高津区末永1-49-1田園ステーションテラス,梶が谷駅徒歩1分以上,044-870-5275,"平日：8:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=296,TRUE,FALSE,FALSE,FALSE,35.5943859,139.6048006
390,鎌倉鶴岡八幡宮前店 | タリーズコーヒー,神奈川県,鎌倉市,雪ノ下1丁目8番,鎌倉駅徒歩10分以上,0467-73-7358,"平日：9:00〜20:00
土：9:00〜20:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=897,FALSE,FALSE,FALSE,FALSE,35.3235694,139.5540002
391,丸の内 CAFE 会 ららぽーと海老名店 | タリーズコーヒー,神奈川県,海老名市,扇町13番1号1階10400,海老名駅徒歩6分以上,046-206-6182,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=791,TRUE,FALSE,FALSE,FALSE,35.4560135,139.3891894
392,宮崎台店 | タリーズコーヒー,神奈川県,川崎市,宮前区宮崎2-10-12,宮崎台駅徒歩3分以内,044-871-6610,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=716,TRUE,FALSE,TRUE,FALSE,35.5875362,139.5916764
393,京急川崎駅店 | タリーズコーヒー,神奈川県,川崎市,川崎区砂子1-3-1,京急川崎駅徒歩3分以内,044-233-2020,"平日：7:00〜22:30（L.O22:00）
土：7:00〜22:30（L.O22:00）
日祝：7:00〜22:30（L.O22:00）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=744,FALSE,FALSE,TRUE,FALSE,35.5324667,139.7007096
394,慶應日吉店 | タリーズコーヒー,神奈川県,横浜市,港北区日吉4−1−1協生館１Ｆ,日吉駅徒歩1分以上,045-560-5135,"平日：7:30〜20:00
土：7:30〜20:00
日祝：7:30〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=391,TRUE,FALSE,FALSE,TRUE,35.5520781,139.6472383
395,元住吉駅店 | タリーズコーヒー,神奈川県,川崎市,中原区木月1-36-12元住吉駅ビル1F,元住吉駅徒歩2分以上,044-431-3358,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=564,TRUE,TRUE,TRUE,TRUE,35.5646009,139.6537128
396,古淵店 | タリーズコーヒー,神奈川県,相模原市,南区古淵3-13-33イトーヨーカドー古淵店1F,古淵駅徒歩5分以上,042-768-9820,"平日：9:00〜21:00
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=66,TRUE,FALSE,TRUE,FALSE,35.5528454,139.4183568
397,江ノ電江ノ島駅店 | タリーズコーヒー,神奈川県,藤沢市,片瀬海岸1丁目8番41号,江ノ島駅徒歩1分以上,046-690-4711,"平日：9:00〜20:00
土：9:00〜20:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=921,TRUE,FALSE,FALSE,TRUE,35.3102397,139.4874751
398,溝の口店 | タリーズコーヒー,神奈川県,川崎市,高津区溝口2-8-1,溝の口駅徒歩1分以上,044-814-1666,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=572,TRUE,TRUE,TRUE,FALSE,35.6003093,139.6111733
399,済生会東部病院店 | タリーズコーヒー,神奈川県,横浜市,鶴見区下末吉3-6-1済生会東部病院内1階,尻手駅徒歩16分以上,045-580-0805,"平日：7:30〜18:30
土：7:30〜15:00
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=327,FALSE,FALSE,FALSE,FALSE,35.52394,139.675079
400,小田急マルシェ新百合ヶ丘店 | タリーズコーヒー,神奈川県,川崎市,麻生区万福寺1丁目18-1小田急マルシェ新百合丘店2F,新百合ヶ丘駅駅徒歩3分以内,044-969-7478,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=352,TRUE,TRUE,FALSE,FALSE,35.6039934,139.5078826
401,小田原ダイナシティ店 | タリーズコーヒー,神奈川県,小田原市,中里313-12ダイナシティウォーク,鴨宮駅徒歩15分以上,0465-45-0730,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=101,TRUE,FALSE,TRUE,TRUE,35.2835923,139.1874906
402,小田原トザンイースト店 | タリーズコーヒー,神奈川県,小田原市,栄町2-1-2トザンイースト1F,小田原駅徒歩2分以上,0465-46-7351,"平日：7:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=798,TRUE,TRUE,FALSE,TRUE,35.2557745,139.1569671
403,昭和大学横浜市北部病院店 | タリーズコーヒー,神奈川県,横浜市,都筑区茅ヶ崎中央35−11F,センター南駅徒歩6分以上,045-948-3503,"平日：7:30〜19:00
土：7:30〜18:00
日祝：10:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=496,TRUE,FALSE,FALSE,FALSE,35.5465226,139.569883
404,昭和大学藤が丘病院店 | タリーズコーヒー,神奈川県,横浜市,青葉区藤が丘1-30昭和大学藤が丘病院1階,藤が丘駅徒歩3分以上,045-979-2570,"平日：7:30〜19:00
土：7:30〜18:00
日祝：10:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=608,TRUE,FALSE,FALSE,TRUE,35.5447557,139.5294314
405,湘南モールＦＩＬＬ店 | タリーズコーヒー,神奈川県,藤沢市,辻堂新町4-1-1,本鵠沼駅徒歩18分以上,0466-30-4672,"平日：10:00〜22:00
土：10:00〜22:00
日祝：10:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=109,TRUE,FALSE,TRUE,TRUE,35.3391335,139.464391
406,湘南藤沢徳洲会病院店 | タリーズコーヒー,神奈川県,藤沢市,辻堂神台1丁目5番1号,辻堂駅徒歩6分以上,0466-30-0545,"平日：7：30〜19:00
土：7:30〜19:00
日祝：9:00〜17:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=607,FALSE,FALSE,FALSE,FALSE,35.3410577,139.4448589
407,新横浜プリンスペペ店 | タリーズコーヒー,神奈川県,横浜市,港北区新横浜3-4新横浜プリンスペペ2F,新横浜駅徒歩2分以上,045-620-0713,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=681,TRUE,FALSE,TRUE,TRUE,35.5094578,139.6188883
408,新横浜店 | タリーズコーヒー,神奈川県,横浜市,港北区新横浜2-6-12,新横浜駅徒歩3分以上,045-478-3343,"平日：7:00〜21:00
土：8:00〜21:00
日祝：8:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=45,TRUE,TRUE,TRUE,TRUE,35.5088168,139.6145655
409,新丸子店 | タリーズコーヒー,神奈川県,川崎市,中原区新丸子町766番地,新丸子駅徒歩3分以内,044-739-2770,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=900,FALSE,FALSE,FALSE,FALSE,35.5802954,139.6619415
410,新川崎三井ビル店 | タリーズコーヒー,神奈川県,川崎市,幸区鹿島田1-1-2新川崎三井ビルWEST棟1F,鹿島田駅徒歩2分以上,044-520-1078,"平日：7:30〜21:00
土：9:00〜19:00
日祝：9:00〜19:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=310,TRUE,FALSE,TRUE,FALSE,35.5498817,139.6737489
411,神奈川県立こども医療センター店 | タリーズコーヒー,神奈川県,横浜市,南区六ツ川2-138-41F,弘明寺駅徒歩22分以上,045-315-2732,"平日：7:30〜19:00
土：10:00〜17:00
日祝：10:00〜17:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=667,TRUE,FALSE,FALSE,TRUE,35.4212242,139.5794454
412,青葉台駅店 | タリーズコーヒー,神奈川県,横浜市,青葉区青葉台1-7-3,青葉台駅徒歩3分以内,045-988-1021,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=848,FALSE,FALSE,FALSE,FALSE,35.5429107,139.5173485
413,川崎ソリッドスクエア店 | タリーズコーヒー,神奈川県,川崎市,幸区堀川町580川崎ソリッドスクエア東館2F,京急川崎駅徒歩2分以上,044-543-0385,"平日：7:30〜20:00
土：休業日
日祝：10:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=42,TRUE,FALSE,TRUE,TRUE,35.5350145,139.7001518
414,中央林間東急スクエア店 | タリーズコーヒー,神奈川県,大和市,中央林間4-12-1中央林間東急スクエア1F,中央林間駅徒歩1分以上,046-240-8555,"平日：7:30〜21:30
土：8:30〜21:30
日祝：8:30〜21:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=930,FALSE,TRUE,FALSE,FALSE,35.5072802,139.4457025
415,東急あざみ野駅店 | タリーズコーヒー,神奈川県,横浜市,青葉区あざみ野2-1-1東急あざみ野ビル1F,あざみ野駅徒歩1分以上,045-905-2206,"平日：7:00〜23:00
土：7:00〜23:00
日祝：7:00〜23:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=210,TRUE,TRUE,TRUE,TRUE,35.5683686,139.5537117
416,東急百貨店たまプラーザ店 | タリーズコーヒー,神奈川県,横浜市,青葉区美しが丘1-7B1F,たまプラーザ駅徒歩1分以上,045-903-2164,"平日：10:00〜22:30
土：10:00〜22:30
日祝：10:00〜22:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=326,TRUE,FALSE,FALSE,FALSE,35.5783704,139.557956
417,東戸塚駅東口店 | タリーズコーヒー,神奈川県,横浜市,戸塚区品濃町516-8東戸塚駅東口プラザ1F,東戸塚駅徒歩3分以内,045-828-7008,"平日：7:00〜22:00
土：8:00〜22:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=328,TRUE,TRUE,TRUE,TRUE,35.429723,139.557455
418,藤沢オーパ店 | タリーズコーヒー,神奈川県,藤沢市,南藤沢22-3藤沢オーパ2F,藤沢駅徒歩3分以内,0466-53-1663,"平日：8:00〜21:30
土：8:00〜21:30
日祝：9:00〜21:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=47,TRUE,TRUE,FALSE,FALSE,35.337637,139.486797
419,武蔵小杉店 | タリーズコーヒー,神奈川県,川崎市,中原区小杉町3-472,武蔵小杉駅徒歩3分以内,044-738-2133,"平日：7：00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=623,TRUE,TRUE,TRUE,FALSE,35.5756767,139.6595783
420,本厚木ミロードイースト店 | タリーズコーヒー,神奈川県,厚木市,泉町1-1小田急本厚木ミロード1（イースト）,本厚木駅徒歩2分以上,046-230-7409,"平日：6:30〜22:00
土：6:30〜22:00
日祝：6:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=713,FALSE,FALSE,TRUE,FALSE,35.4401134,139.3654896
421,アクロスプラザ長岡美沢店 | タリーズコーヒー,新潟県,長岡市,沖田1丁目6番地,長岡駅徒歩15分以上,0258-31-5517,"平日：9:00〜22:00
土：9:00〜22:00
日祝：9:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=748,TRUE,FALSE,FALSE,FALSE,37.4448044,138.8651923
422,横越バイパス店 | タリーズコーヒー,新潟県,新潟市,江南区横越上町5-1-6蔦屋書店横越バイパス店内,荻川駅徒歩50分以上,025-383-4011,"平日:9:00〜21:30
土:9:00〜21:30
日祝:9:00〜21:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=567,TRUE,FALSE,TRUE,FALSE,37.849576,139.1441525
423,高田西店 | タリーズコーヒー,新潟県,上越市,大貫4-4-22,高田駅徒歩10分以上,025-527-3170,"平日：9:00〜22:00
土：9:00〜22:00
日祝：9:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=888,FALSE,FALSE,FALSE,FALSE,37.113477,138.2339515
424,佐渡佐和田店 | タリーズコーヒー,新潟県,佐渡市,市野沢82蔦屋書店佐渡佐和田店内,errererror,0259-51-5010,"平日：9:00〜21:00
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=787,TRUE,FALSE,FALSE,FALSE,38.0081549,138.3403024
425,新潟駅南ＬＥＸＮ店 | タリーズコーヒー,新潟県,新潟市,中央区天神1-12-7,新潟駅徒歩3分以上,025-250-6117,"平日：8:00〜21:00
土：8:00〜21:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=447,TRUE,FALSE,FALSE,TRUE,37.9098409,139.0605974
426,新潟新通店 | タリーズコーヒー,新潟県,新潟市,西区新通1272蔦屋書店新通店内1F,新潟大学前駅徒歩13分以上,025-264-1107,"平日：10：00〜22：00
土：8：00〜22：00
日祝：8：00〜22：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=501,TRUE,FALSE,TRUE,FALSE,37.8608898,138.9506632
427,新潟大学病院店 | タリーズコーヒー,新潟県,新潟市,中央区旭町通一番町754番地,白山駅徒歩13分以上,025-378-2300,"平日：7:30〜19:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=712,TRUE,FALSE,FALSE,FALSE,37.9192837,139.0351682
428,新潟万代店 | タリーズコーヒー,新潟県,新潟市,中央区幸西3-1-6蔦屋書店新潟万代内,新潟駅徒歩19分以上,025-255-5252,"平日：9:00〜23:00
土：8:00〜23:00
日祝：8:00〜23:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=253,TRUE,FALSE,TRUE,FALSE,37.9114083,139.0472834
